the matrix: 
     1341437829		      710487647		     2066183463		     1345063504		     1868610777		      107332922		      667996818		      861438574		     1619688207		      477444756		      416972739		      322450958		      145094277		      207652124		      340727814		     1597572205		      278558017		     1864804692		      823237167		     1520281194		      319613098		      288586847		     2008789223		      798949537		       18137950		      109595626		     2001667172		      851922750		       95846311		     1622413596		      979893155		     2118739769		
     1233078357		     1455709004		      750961713		      453196174		      308637020		     2058184728		     1891808443		     1650936378		     1986044911		      197573435		       45094941		     1839506238		     2109071061		      577515378		      239454691		       52448092		      237348665		     1381364925		      189179999		     2058885190		      428860473		      667759615		      531753241		     2083131661		     1931744349		       63059292		     1182717635		     2117780543		     1069518068		     2085785616		     1096583773		      634022160		
     1498907156		      174759168		     1702464537		       38420527		     2055746982		      157026630		      877392487		      810331079		      225896092		      491008832		      628472254		      405435127		     1009118001		      859479434		      334487155		     1292150564		     1361405032		     1373997820		     1553070443		      900227283		     2118598490		     1901350352		     1149928556		     1510160518		     1437588156		      636954728		      314991430		     1616567085		     1386126951		     1282327557		     1822064466		     1406524771		
     1893904205		     1952371771		     2045457290		      613341130		     1762369319		      717595814		      931405619		     2140638877		     2081442035		      140086889		     1672499813		     1573059248		     2085216847		      484273576		     1134897630		      648299868		      376353642		       33325540		     1158303398		      143415769		     1013874506		     1538003297		      941284267		       19306604		       13784836		     1124192471		     1916047468		      449944118		     1257671228		     1466094685		      677532393		     1126403398		
      420098896		     1328213320		     1806395609		      204107716		      185157024		      470582944		     1125785892		     2001683946		      649283042		      678371729		     1528160841		      124143882		     2062533542		      883433632		     1557149472		     1646468323		     1022082320		     1408167015		      151343436		     1353780749		     1206902096		     1462941752		      166769594		     1324775068		      148051171		     1233899499		      983978998		      167076786		      800798300		     1491611180		      912863800		       40228844		
     1817793851		      468456754		      913186942		      158154100		     1499117550		      157809731		      790754254		      334456133		     1338247950		      467533790		      778915365		     1073772192		     1685120994		     1790177789		     1408495581		      237963619		     1131318845		      900459424		      381174229		     2017111178		      532225729		     1398695276		     1510022062		      114301762		     1154023393		      875529664		     1216446129		     1365168775		      219717933		     1204584622		      690785901		      559535651		
        1484966		     1719126886		      371124952		      115467327		     1616191678		       78847018		     1099830364		     1679516456		      774984332		     2039308867		      209380681		      598030289		      117373262		     2057312129		     1097679504		      482780262		     1929359207		     1481823666		     1643177917		     1056351194		      963969949		     2090616040		     1328346992		       22686775		     2030211321		     1947278138		     1171505989		      521206968		       52956042		     2097038416		      900399581		      102316368		
      486758531		      835275653		     1033947381		     1094338747		      879341411		     1914233996		      512636340		       16052431		     1851432767		      487472367		      213671700		       16850712		     1439714785		     1417263288		      398740511		      874905859		      956236044		      867951842		     1454324711		     1840617107		      852278081		      246387229		     1396804580		     1760278434		       78286582		     1976208807		     1108946488		      558586025		     1959465000		      593808344		     1347945323		     1096220905		
     1031412068		     2146881144		     1778979689		      524435606		     1299898411		     1848688543		     1033262496		     1649973042		     1561750482		     1403507362		     1324274074		      924390948		     1790459053		     1346977290		      839429847		     1147618447		      112403647		       61611399		      839546899		      227673810		     1356869840		      541181006		     1390362034		     1354197768		     1522368602		     1327842190		      424831221		     1835414455		     1622948782		     1058727355		     1330622644		       38253249		
     1205878098		     1186925979		      685911653		     2037386660		     1343478494		      137946535		      474754418		     1390985748		     2102365785		      548798401		      676093781		      447519985		     1271637305		      466453898		     1565109496		     1897802593		      604571796		      521445296		      204361066		     1185781295		      842432326		     2134196441		      668388485		     1166826117		     1949042833		     1002983981		     1952353727		      629211882		      809267659		     1531283687		     1600372928		      850397454		
